INPUT:id	INPUT:url	INPUT:name	INPUT:text	INPUT:title	OUTPUT:no_per	OUTPUT:result	GOLDEN:no_per	GOLDEN:result	HINT:text	HINT:default_language	ASSIGNMENT:task_id	ASSIGNMENT:assignment_id	ASSIGNMENT:worker_id	ASSIGNMENT:status	ACCEPT:verdict	ACCEPT:comment
17	https://masterimargo.ru/book-1.html	Поэт Иван Николаевич Понырев (Бездомный)	– Извините меня, что я в пылу нашего спора забыл представить себя вам. Вот моя карточка, паспорт и приглашение приехать в Москву для консультации, – веско проговорил неизвестный, проницательно глядя на обоих литераторов. Те сконфузились. «Черт, все слышал,» – подумал Берлиоз и вежливым жестом показал, что в предъявлении документов нет надобности. Пока иностранец совал их редактору, поэт успел разглядеть на карточке напечатанное иностранными буквами слово «профессор» и начальную букву фамилии – двойное «В». – Очень приятно, – тем временем смущенно бормотал редактор, и иностранец спрятал документы в карман. Отношения таким образом были восстановлены, и все трое снова сели на скамью. – Вы в качестве консультанта приглашены к нам, профессор? – спросил Берлиоз. – Да, консультантом. – Вы – немец? – осведомился Бездомный. – Я-то?.. – Переспросил профессор и вдруг задумался. – Да, пожалуй, немец... – сказал он. – Вы по-русски здорово говорите, – заметил Бездомный. – О, я вообще полиглот и знаю очень большое количество языков, – ответил профессор. – А у вас какая специальность? – осведомился Берлиоз. – Я – специалист по черной магии. «На тебе!» – стукнуло в голове у Михаила Александровича. – И... и вас по этой специальности пригласили к нам? – заикнувшись спросил он.	Мастер и Маргарита		"{""label"":""per_oblique""\,""offset"":385\,""length"":4\,""segment"":""поэт""},{""label"":""per""\,""offset"":816\,""length"":9\,""segment"":""Бездомный""},{""label"":""per""\,""offset"":960\,""length"":9\,""segment"":""Бездомный""}"					00024333bf--63fdfd416f345c19c96d5bb4	00024333bf--63fe0a7a841496172e7cb5a5	e5f81efb44c1a1d5f2cfd192027a8417	SUBMITTED		
18	https://masterimargo.ru/book-1.html	"Воланд (""иностранец"", ""неизвестный"")"	– Да, по этой пригласили, – подтвердил профессор и пояснил: – Тут в государственной библиотеке обнаружены подлинные рукописи чернокнижника Герберта Аврилакского, десятого века, так вот требуется, чтобы я их разобрал. Я единственный в мире специалист. – А-а! Вы историк? – с большим облегчением и уважением спросил Берлиоз. – Я – историк, – подтвердил ученый и добавил ни к селу ни к городу: – Сегодня вечером на Патриарших прудах будет интересная история! И опять крайне удивились и редактор и поэт, а профессор поманил обоих к себе и, когда они наклонились к нему, прошептал: – Имейте в виду, что Иисус существовал. – Видите ли, профессор, – принужденно улыбнувшись, отозвался Берлиоз, – мы уважаем ваши большие знания, но сами по этому вопросу придерживаемся другой точки зрения. – А не надо никаких точек зрения! – ответил странный профессор, – просто он существовал, и больше ничего. – Но требуется же какое-нибудь доказательство... – начал Берлиоз. – И доказательств никаких не требуется, – ответил профессор и заговорил негромко, причем его акцент почему-то пропал: – Все просто: в белом плаще...	Мастер и Маргарита		"{""label"":""per_oblique""\,""offset"":39\,""length"":9\,""segment"":""профессор""},{""label"":""pro""\,""offset"":202\,""length"":1\,""segment"":""я""},{""label"":""pro""\,""offset"":217\,""length"":1\,""segment"":""Я""},{""label"":""per_oblique""\,""offset"":219\,""length"":30\,""segment"":""единственный в мире специалист""},{""label"":""pro""\,""offset"":258\,""length"":2\,""segment"":""Вы""},{""label"":""pro""\,""offset"":325\,""length"":1\,""segment"":""Я""},{""label"":""per_oblique""\,""offset"":351\,""length"":6\,""segment"":""ученый""},{""label"":""per_oblique""\,""offset"":502\,""length"":9\,""segment"":""профессор""},{""label"":""pro""\,""offset"":528\,""length"":4\,""segment"":""себе""},{""label"":""pro""\,""offset"":560\,""length"":4\,""segment"":""нему""},{""label"":""per_oblique""\,""offset"":630\,""length"":9\,""segment"":""профессор""},{""label"":""pro""\,""offset"":700\,""length"":4\,""segment"":""ваши""},{""label"":""per_oblique""\,""offset"":826\,""length"":18\,""segment"":""странный профессор""},{""label"":""per_oblique""\,""offset"":1004\,""length"":9\,""segment"":""профессор""},{""label"":""pro""\,""offset"":1043\,""length"":3\,""segment"":""его""}"					00024333bf--63fdfd426f345c19c96d5bf5	00024333bf--63fe0a96f6b08649eaabaee1	88d4ae2462e6e7c1ff2ffda67c0169be	SUBMITTED		
18	https://masterimargo.ru/book-1.html	Михаил Александрович Берлиоз	– Да, по этой пригласили, – подтвердил профессор и пояснил: – Тут в государственной библиотеке обнаружены подлинные рукописи чернокнижника Герберта Аврилакского, десятого века, так вот требуется, чтобы я их разобрал. Я единственный в мире специалист. – А-а! Вы историк? – с большим облегчением и уважением спросил Берлиоз. – Я – историк, – подтвердил ученый и добавил ни к селу ни к городу: – Сегодня вечером на Патриарших прудах будет интересная история! И опять крайне удивились и редактор и поэт, а профессор поманил обоих к себе и, когда они наклонились к нему, прошептал: – Имейте в виду, что Иисус существовал. – Видите ли, профессор, – принужденно улыбнувшись, отозвался Берлиоз, – мы уважаем ваши большие знания, но сами по этому вопросу придерживаемся другой точки зрения. – А не надо никаких точек зрения! – ответил странный профессор, – просто он существовал, и больше ничего. – Но требуется же какое-нибудь доказательство... – начал Берлиоз. – И доказательств никаких не требуется, – ответил профессор и заговорил негромко, причем его акцент почему-то пропал: – Все просто: в белом плаще...	Мастер и Маргарита		"{""label"":""per""\,""offset"":314\,""length"":7\,""segment"":""Берлиоз""},{""label"":""per_oblique""\,""offset"":483\,""length"":8\,""segment"":""редактор""},{""label"":""per""\,""offset"":678\,""length"":7\,""segment"":""Берлиоз""},{""label"":""per""\,""offset"":945\,""length"":7\,""segment"":""Берлиоз""}"					00024333bf--63fdfd426f345c19c96d5c1b	00024333bf--63fe0aa7d879095ee50c62a9	e5f81efb44c1a1d5f2cfd192027a8417	SUBMITTED		
18	https://masterimargo.ru/book-1.html	Поэт Иван Николаевич Понырев (Бездомный)	– Да, по этой пригласили, – подтвердил профессор и пояснил: – Тут в государственной библиотеке обнаружены подлинные рукописи чернокнижника Герберта Аврилакского, десятого века, так вот требуется, чтобы я их разобрал. Я единственный в мире специалист. – А-а! Вы историк? – с большим облегчением и уважением спросил Берлиоз. – Я – историк, – подтвердил ученый и добавил ни к селу ни к городу: – Сегодня вечером на Патриарших прудах будет интересная история! И опять крайне удивились и редактор и поэт, а профессор поманил обоих к себе и, когда они наклонились к нему, прошептал: – Имейте в виду, что Иисус существовал. – Видите ли, профессор, – принужденно улыбнувшись, отозвался Берлиоз, – мы уважаем ваши большие знания, но сами по этому вопросу придерживаемся другой точки зрения. – А не надо никаких точек зрения! – ответил странный профессор, – просто он существовал, и больше ничего. – Но требуется же какое-нибудь доказательство... – начал Берлиоз. – И доказательств никаких не требуется, – ответил профессор и заговорил негромко, причем его акцент почему-то пропал: – Все просто: в белом плаще...	Мастер и Маргарита		"{""label"":""per_oblique""\,""offset"":494\,""length"":4\,""segment"":""поэт""}"					00024333bf--63fdfd426f345c19c96d5c38	00024333bf--63fe0ad809277532881f1461	e5f81efb44c1a1d5f2cfd192027a8417	SUBMITTED		
1	https://онлайн-читать.рф/ильф-и-петров-12-стульев/#I	Ипполит Матвеевич Воробьянинов	Глава 1 В уездном городе N было так много парикмахерских заведений и бюро похоронных процессий, что, казалось, жители города рождаются лишь затем, чтобы побриться, остричься, освежить голову вежеталем и сразу же умереть. А на самом деле в уездном городе N люди рождались, брились и умирали довольно редко. Жизнь города была тишайшей. Весенние вечера были упоительны, грязь под луною сверкала, как антрацит, и вся молодежь города до такой степени была влюблена в секретаршу месткома коммунальников, что это просто мешало ей собирать членские взносы. Вопросы любви и смерти не волновали Ипполита Матвеевича Воробьянинова, хотя этими вопросами, по роду своей службы, он ведал с 9 утра до 5 вечера ежедневно, с получасовым перерывом для завтрака.	12 стульев		"{""label"":""per""\,""offset"":585\,""length"":33\,""segment"":""Ипполита Матвеевича Воробьянинова""},{""label"":""pro""\,""offset"":664\,""length"":2\,""segment"":""он""}"					00024333bf--63fe1ce46224c16e7bafeace	00024333bf--63fe264e20b1f02877bf39c4	6f3b3bc5d0ee3f0960869e4e10c6030b	SUBMITTED		
2	https://онлайн-читать.рф/ильф-и-петров-12-стульев/#I	Клавдия Ивановна, теща Ипполита Воробьянинова	По утрам, выпив из причудливого (морозного с жилкой) стакана свою порцию горячего молока, поданного Клавдией Ивановной, он выходил из полутемного домика на просторную, полную диковинного весеннего света улицу «Им. тов. Губернского».[*] Это была приятнейшая из улиц, какие встречаются в уездных городах. По левую руку, за волнистыми зеленоватыми стеклами, серебрились гроба похоронного бюро «Нимфа». Справа, за маленькими, с обвалившейся замазкой окнами, угрюмо возлежали дубовые, пыльные и скучные гроба, гробовых дел мастера Безенчука. Далее «Цирульный мастер Пьер и Константин» обещал своим потребителям «холю ногтей» и «ондулясион[*] на дому». Еще дальше расположилась гостиница с парикмахерской, а за нею, на большом пустыре, стоял палевый теленок и нежно лизал поржавевшую, прислоненную (как табличка у подножия пальмы в ботаническом саду) к одиноко торчащим воротам вывеску: «Погребальная контора „Милости просим“». Хотя похоронных депо было множество, но клиентура у них была небольшая. «Милости просим» лопнуло еще за три года до того, как Ипполит Матвеевич осел в городе N, а мастер Безенчук пил горькую и даже однажды пытался заложить в ломбарде свой лучший выставочный гроб.	12 стульев		"{""label"":""per""\,""offset"":100\,""length"":18\,""segment"":""Клавдией Ивановной""}"					00024333bf--63fe1ce46224c16e7bafead3	00024333bf--63fe2687496e1e2c2a390a42	6f3b3bc5d0ee3f0960869e4e10c6030b	SUBMITTED		
2	https://онлайн-читать.рф/ильф-и-петров-12-стульев/#I	Мастер Безенчук	По утрам, выпив из причудливого (морозного с жилкой) стакана свою порцию горячего молока, поданного Клавдией Ивановной, он выходил из полутемного домика на просторную, полную диковинного весеннего света улицу «Им. тов. Губернского».[*] Это была приятнейшая из улиц, какие встречаются в уездных городах. По левую руку, за волнистыми зеленоватыми стеклами, серебрились гроба похоронного бюро «Нимфа». Справа, за маленькими, с обвалившейся замазкой окнами, угрюмо возлежали дубовые, пыльные и скучные гроба, гробовых дел мастера Безенчука. Далее «Цирульный мастер Пьер и Константин» обещал своим потребителям «холю ногтей» и «ондулясион[*] на дому». Еще дальше расположилась гостиница с парикмахерской, а за нею, на большом пустыре, стоял палевый теленок и нежно лизал поржавевшую, прислоненную (как табличка у подножия пальмы в ботаническом саду) к одиноко торчащим воротам вывеску: «Погребальная контора „Милости просим“». Хотя похоронных депо было множество, но клиентура у них была небольшая. «Милости просим» лопнуло еще за три года до того, как Ипполит Матвеевич осел в городе N, а мастер Безенчук пил горькую и даже однажды пытался заложить в ломбарде свой лучший выставочный гроб.	12 стульев		"{""label"":""per""\,""offset"":505\,""length"":30\,""segment"":""гробовых дел мастера Безенчука""},{""label"":""per""\,""offset"":1085\,""length"":15\,""segment"":""мастер Безенчук""}"					00024333bf--63fe1ce46224c16e7bafead6	00024333bf--63fe26c2d279267aac270b7c	6f3b3bc5d0ee3f0960869e4e10c6030b	SUBMITTED		
2		Ипполит Матвеевич Воробьянинов	По утрам, выпив из причудливого (морозного с жилкой) стакана свою порцию горячего молока, поданного Клавдией Ивановной, он выходил из полутемного домика на просторную, полную диковинного весеннего света улицу «Им. тов. Губернского».[*] Это была приятнейшая из улиц, какие встречаются в уездных городах. По левую руку, за волнистыми зеленоватыми стеклами, серебрились гроба похоронного бюро «Нимфа». Справа, за маленькими, с обвалившейся замазкой окнами, угрюмо возлежали дубовые, пыльные и скучные гроба, гробовых дел мастера Безенчука. Далее «Цирульный мастер Пьер и Константин» обещал своим потребителям «холю ногтей» и «ондулясион[*] на дому». Еще дальше расположилась гостиница с парикмахерской, а за нею, на большом пустыре, стоял палевый теленок и нежно лизал поржавевшую, прислоненную (как табличка у подножия пальмы в ботаническом саду) к одиноко торчащим воротам вывеску: «Погребальная контора „Милости просим“». Хотя похоронных депо было множество, но клиентура у них была небольшая. «Милости просим» лопнуло еще за три года до того, как Ипполит Матвеевич осел в городе N, а мастер Безенчук пил горькую и даже однажды пытался заложить в ломбарде свой лучший выставочный гроб.	12 стульев		"{""label"":""pro""\,""offset"":120\,""length"":2\,""segment"":""он""},{""label"":""per""\,""offset"":1048\,""length"":17\,""segment"":""Ипполит Матвеевич""}"					00024333bf--63fe1ce46224c16e7bafeada	00024333bf--63fe2884e31d431a58d3aad0	ddffd2323733538d1322c4da0449f0e9	SUBMITTED		
3	https://онлайн-читать.рф/ильф-и-петров-12-стульев/#I	Ипполит Матвеевич Воробьянинов	Люди в городе N умирали редко, и Ипполит Матвеевич знал это лучше кого бы то ни было, потому что служил в загсе, где ведал столом регистрации смертей и браков. Стол, за которым работал Ипполит Матвеевич, походил на старую надгробную плиту. Левый уголок его был уничтожен крысами. Хилые его ножки тряслись под тяжестью пухлых папок табачного цвета с записями, из которых можно было почерпнуть все сведения о родословных жителей города N и о генеалогических (или, как шутливо говаривал Ипполит Матвеевич, гинекологических) древах, произросших на скудной уездной почве. В пятницу 15 апреля 1927 года Ипполит Матвеевич, как обычно, проснулся в половине восьмого и сразу же просунул нос в старомодное пенсне с золотой дужкой. Очков он не носил. Однажды, решив, что носить пенсне негигиенично, Ипполит Матвеевич направился в оптику и купил очки без оправы, с позолоченными оглоблями. Очки с первого раза ему понравились, но жена (это было незадолго до ее смерти) нашла, что в очках он вылитый Милюков, и он отдал очки дворнику. Дворник, хотя и не был близорук, к очкам привык и носил их с удовольствием. – Бонжур! – пропел Ипполит Матвеевич самому себе, спуская ноги с постели.	12 стульев		"{""label"":""per""\,""offset"":33\,""length"":17\,""segment"":""Ипполит Матвеевич""},{""label"":""per""\,""offset"":185\,""length"":17\,""segment"":""Ипполит Матвеевич""},{""label"":""per""\,""offset"":484\,""length"":17\,""segment"":""Ипполит Матвеевич""},{""label"":""per""\,""offset"":597\,""length"":17\,""segment"":""Ипполит Матвеевич""},{""label"":""pro""\,""offset"":727\,""length"":2\,""segment"":""он""},{""label"":""per""\,""offset"":788\,""length"":17\,""segment"":""Ипполит Матвеевич""},{""label"":""pro""\,""offset"":898\,""length"":3\,""segment"":""ему""},{""label"":""pro""\,""offset"":976\,""length"":2\,""segment"":""он""},{""label"":""pro""\,""offset"":998\,""length"":2\,""segment"":""он""},{""label"":""per""\,""offset"":1117\,""length"":17\,""segment"":""Ипполит Матвеевич""},{""label"":""pro""\,""offset"":1135\,""length"":11\,""segment"":""самому себе""}"					00024333bf--63fe1ce56224c16e7bafeae0	00024333bf--63fe28d1e31d431a58d3b63d	ddffd2323733538d1322c4da0449f0e9	SUBMITTED		
3	https://онлайн-читать.рф/ильф-и-петров-12-стульев/#I	Жена Ипполита Воробьянинова	Люди в городе N умирали редко, и Ипполит Матвеевич знал это лучше кого бы то ни было, потому что служил в загсе, где ведал столом регистрации смертей и браков. Стол, за которым работал Ипполит Матвеевич, походил на старую надгробную плиту. Левый уголок его был уничтожен крысами. Хилые его ножки тряслись под тяжестью пухлых папок табачного цвета с записями, из которых можно было почерпнуть все сведения о родословных жителей города N и о генеалогических (или, как шутливо говаривал Ипполит Матвеевич, гинекологических) древах, произросших на скудной уездной почве. В пятницу 15 апреля 1927 года Ипполит Матвеевич, как обычно, проснулся в половине восьмого и сразу же просунул нос в старомодное пенсне с золотой дужкой. Очков он не носил. Однажды, решив, что носить пенсне негигиенично, Ипполит Матвеевич направился в оптику и купил очки без оправы, с позолоченными оглоблями. Очки с первого раза ему понравились, но жена (это было незадолго до ее смерти) нашла, что в очках он вылитый Милюков, и он отдал очки дворнику. Дворник, хотя и не был близорук, к очкам привык и носил их с удовольствием. – Бонжур! – пропел Ипполит Матвеевич самому себе, спуская ноги с постели.	12 стульев		"{""label"":""per_oblique""\,""offset"":918\,""length"":4\,""segment"":""жена""},{""label"":""pro""\,""offset"":946\,""length"":2\,""segment"":""ее""}"					00024333bf--63fe1ce56224c16e7bafeae4	00024333bf--63fe2931d38b5c21538eb0b8	ddffd2323733538d1322c4da0449f0e9	SUBMITTED		
4	https://онлайн-читать.рф/ильф-и-петров-12-стульев/#I	Ипполит Матвеевич Воробьянинов	«Бонжур» указывало на то, что Ипполит Матвеевич проснулся в добром расположении. Сказанное при пробуждении «гут морген» обычно значило, что печень пошаливает, что 52 года – не шутка и что погода нынче сырая. Ипполит Матвеевич сунул сухощавые ноги в довоенные штучные брюки,[*] завязал их у щиколотки тесемками и погрузился в короткие мягкие сапоги с узкими квадратными носами и низкими подборами .[*] Через пять минут на Ипполите Матвеевиче красовался лунный жилет, усыпанный мелкой серебряной звездой,[*] и переливчатый люстриновый пиджачок.[*] Смахнув с седых (волосок к волоску) усов оставшиеся после умывания росинки, Ипполит Матвеевич зверски пошевелил усами, в нерешительности попробовал шероховатый подбородок, провел щеткой по коротко остриженным алюминиевым волосам пять раз левой и восемь раз правой рукой ото лба к затылку и, учтиво улыбаясь, двинулся навстречу входившей в комнату теще – Клавдии Ивановне. – Эпполе-эт, – прогремела она, – сегодня я видела дурной сон. Слово «сон» было произнесено с французским прононсом. Ипполит Матвеевич поглядел на тещу сверху вниз. Его рост доходил до 185 сантиметров. С такой высоты ему легко и удобно было относиться к теще Клавдии Ивановне с некоторым пренебрежением. Клавдия Ивановна продолжала: – Я видела покойную Мари с распущенными волосами и в золотом кушаке.	12 стульев		"{""label"":""per""\,""offset"":30\,""length"":17\,""segment"":""Ипполит Матвеевич""},{""label"":""per""\,""offset"":208\,""length"":17\,""segment"":""Ипполит Матвеевич""},{""label"":""per""\,""offset"":421\,""length"":19\,""segment"":""Ипполите Матвеевиче""},{""label"":""per""\,""offset"":622\,""length"":17\,""segment"":""Ипполит Матвеевич""},{""label"":""per""\,""offset"":920\,""length"":9\,""segment"":""Эпполе-эт""},{""label"":""per""\,""offset"":1034\,""length"":17\,""segment"":""Ипполит Матвеевич""},{""label"":""pro""\,""offset"":1082\,""length"":3\,""segment"":""Его""},{""label"":""pro""\,""offset"":1134\,""length"":3\,""segment"":""ему""}"					00024333bf--63fe1ce56224c16e7bafeae8	00024333bf--63fe2fa6b59c625ea6ce36ee	6f3b3bc5d0ee3f0960869e4e10c6030b	SUBMITTED		
4	https://онлайн-читать.рф/ильф-и-петров-12-стульев/#I	Клавдия Ивановна, теща Ипполита Воробьянинова	«Бонжур» указывало на то, что Ипполит Матвеевич проснулся в добром расположении. Сказанное при пробуждении «гут морген» обычно значило, что печень пошаливает, что 52 года – не шутка и что погода нынче сырая. Ипполит Матвеевич сунул сухощавые ноги в довоенные штучные брюки,[*] завязал их у щиколотки тесемками и погрузился в короткие мягкие сапоги с узкими квадратными носами и низкими подборами .[*] Через пять минут на Ипполите Матвеевиче красовался лунный жилет, усыпанный мелкой серебряной звездой,[*] и переливчатый люстриновый пиджачок.[*] Смахнув с седых (волосок к волоску) усов оставшиеся после умывания росинки, Ипполит Матвеевич зверски пошевелил усами, в нерешительности попробовал шероховатый подбородок, провел щеткой по коротко остриженным алюминиевым волосам пять раз левой и восемь раз правой рукой ото лба к затылку и, учтиво улыбаясь, двинулся навстречу входившей в комнату теще – Клавдии Ивановне. – Эпполе-эт, – прогремела она, – сегодня я видела дурной сон. Слово «сон» было произнесено с французским прононсом. Ипполит Матвеевич поглядел на тещу сверху вниз. Его рост доходил до 185 сантиметров. С такой высоты ему легко и удобно было относиться к теще Клавдии Ивановне с некоторым пренебрежением. Клавдия Ивановна продолжала: – Я видела покойную Мари с распущенными волосами и в золотом кушаке.	12 стульев		"{""label"":""per_oblique""\,""offset"":893\,""length"":4\,""segment"":""теще""},{""label"":""per""\,""offset"":900\,""length"":16\,""segment"":""Клавдии Ивановне""},{""label"":""pro""\,""offset"":944\,""length"":3\,""segment"":""она""},{""label"":""pro""\,""offset"":959\,""length"":1\,""segment"":""я""},{""label"":""per_oblique""\,""offset"":1064\,""length"":4\,""segment"":""тещу""},{""label"":""per""\,""offset"":1171\,""length"":21\,""segment"":""теще Клавдии Ивановне""},{""label"":""per""\,""offset"":1221\,""length"":16\,""segment"":""Клавдия Ивановна""},{""label"":""pro""\,""offset"":1252\,""length"":1\,""segment"":""Я""}"					00024333bf--63fe1ce66224c16e7bafeaec	00024333bf--63fe304ad2c0203a285a06bc	6f3b3bc5d0ee3f0960869e4e10c6030b	SUBMITTED		
5	https://онлайн-читать.рф/ильф-и-петров-12-стульев/#I	Ипполит Матвеевич Воробьянинов	От пушечных звуков голоса Клавдии Ивановны дрожала чугунная лампа с ядром, дробью и пыльными стеклянными цацками.[*] – Я очень встревожена! Боюсь, не случилось бы чего! Последние слова были произнесены с такой силой, что каре волос на голове Ипполита Матвеевича колыхнулось в разные стороны. Он сморщил лицо и раздельно сказал: – Ничего не будет, маман. За воду вы уже вносили?	12 стульев		"{""label"":""pro""\,""offset"":119\,""length"":1\,""segment"":""Я""},{""label"":""per""\,""offset"":242\,""length"":19\,""segment"":""Ипполита Матвеевича""},{""label"":""pro""\,""offset"":292\,""length"":2\,""segment"":""Он""}"					00024333bf--63fe1ce66224c16e7bafeaf0	00024333bf--63fe3092d38b5c21538fa4e5	88d4ae2462e6e7c1ff2ffda67c0169be	SUBMITTED		
5	https://онлайн-читать.рф/ильф-и-петров-12-стульев/#I	Клавдия Ивановна, теща Ипполита Воробьянинова	От пушечных звуков голоса Клавдии Ивановны дрожала чугунная лампа с ядром, дробью и пыльными стеклянными цацками.[*] – Я очень встревожена! Боюсь, не случилось бы чего! Последние слова были произнесены с такой силой, что каре волос на голове Ипполита Матвеевича колыхнулось в разные стороны. Он сморщил лицо и раздельно сказал: – Ничего не будет, маман. За воду вы уже вносили?	12 стульев		"{""label"":""per""\,""offset"":26\,""length"":16\,""segment"":""Клавдии Ивановны""},{""label"":""pro""\,""offset"":119\,""length"":1\,""segment"":""Я""},{""label"":""per_oblique""\,""offset"":347\,""length"":5\,""segment"":""маман""}"					00024333bf--63fe1ce66224c16e7bafeaf7	00024333bf--63fe30939142cd651980ca06	6f3b3bc5d0ee3f0960869e4e10c6030b	SUBMITTED		
6	https://онлайн-читать.рф/ильф-и-петров-12-стульев/#I	Ипполит Матвеевич Воробьянинов	Оказывается, что не вносили. Калоши тоже не были помыты. Ипполит Матвеевич не любил свою тещу. Клавдия Ивановна была глупа, и ее преклонный возраст не позволял надеяться на то, что она когда-нибудь поумнеет. Скупа она была до чрезвычайности, и только бедность Ипполита Матвеевича не давала развернуться этому захватывающему чувству. Голос у нее был такой силы и густоты, что ему позавидовал бы Ричард Львиное Сердце.[*] И, кроме того, что было самым ужасным, Клавдия Ивановна видела сны. Она видела их всегда. Ей снились девушки в кушаках и без них, лошади, обшитые желтым драгунским кантом,[*] дворники, играющие на арфах, архангелы в сторожевых тулупах, прогуливающиеся по ночам с колотушками в руках, и вязальные спицы, которые сами собой прыгали по комнате, производя огорчительный звон. Пустая старуха была Клавдия Ивановна. Вдобавок ко всему под носом у нее росли усы, и каждый ус был похож на кисточку для бритья. Ипполит Матвеевич, слегка раздраженный, вышел из дому. У входа в свое потасканное заведение стоял, прислонясь к дверному косяку и скрестив руки, гробовых дел мастер Безенчук. От систематических крахов своих коммерческих начинаний и от долговременного употребления внутрь горячительных напитков глаза мастера были ярко желтыми, как у кота, и горели неугасимым огнем.	12 стульев		"{""label"":""per""\,""offset"":57\,""length"":17\,""segment"":""Ипполит Матвеевич""},{""label"":""per""\,""offset"":260\,""length"":19\,""segment"":""Ипполита Матвеевича""},{""label"":""per""\,""offset"":921\,""length"":17\,""segment"":""Ипполит Матвеевич""}"					00024333bf--63fe1ce76224c16e7bafeaf9	00024333bf--63fe30b79142cd651980cfbd	6f3b3bc5d0ee3f0960869e4e10c6030b	SUBMITTED		
6	https://онлайн-читать.рф/ильф-и-петров-12-стульев/#I	Клавдия Ивановна, теща Ипполита Воробьянинова	Оказывается, что не вносили. Калоши тоже не были помыты. Ипполит Матвеевич не любил свою тещу. Клавдия Ивановна была глупа, и ее преклонный возраст не позволял надеяться на то, что она когда-нибудь поумнеет. Скупа она была до чрезвычайности, и только бедность Ипполита Матвеевича не давала развернуться этому захватывающему чувству. Голос у нее был такой силы и густоты, что ему позавидовал бы Ричард Львиное Сердце.[*] И, кроме того, что было самым ужасным, Клавдия Ивановна видела сны. Она видела их всегда. Ей снились девушки в кушаках и без них, лошади, обшитые желтым драгунским кантом,[*] дворники, играющие на арфах, архангелы в сторожевых тулупах, прогуливающиеся по ночам с колотушками в руках, и вязальные спицы, которые сами собой прыгали по комнате, производя огорчительный звон. Пустая старуха была Клавдия Ивановна. Вдобавок ко всему под носом у нее росли усы, и каждый ус был похож на кисточку для бритья. Ипполит Матвеевич, слегка раздраженный, вышел из дому. У входа в свое потасканное заведение стоял, прислонясь к дверному косяку и скрестив руки, гробовых дел мастер Безенчук. От систематических крахов своих коммерческих начинаний и от долговременного употребления внутрь горячительных напитков глаза мастера были ярко желтыми, как у кота, и горели неугасимым огнем.	12 стульев		"{""label"":""per_oblique""\,""offset"":89\,""length"":4\,""segment"":""тещу""},{""label"":""per""\,""offset"":95\,""length"":16\,""segment"":""Клавдия Ивановна""},{""label"":""pro""\,""offset"":126\,""length"":2\,""segment"":""ее""},{""label"":""pro""\,""offset"":181\,""length"":3\,""segment"":""она""},{""label"":""pro""\,""offset"":214\,""length"":3\,""segment"":""она""},{""label"":""pro""\,""offset"":341\,""length"":3\,""segment"":""нее""},{""label"":""per""\,""offset"":459\,""length"":16\,""segment"":""Клавдия Ивановна""},{""label"":""pro""\,""offset"":488\,""length"":3\,""segment"":""Она""},{""label"":""pro""\,""offset"":510\,""length"":2\,""segment"":""Ей""},{""label"":""per_oblique""\,""offset"":792\,""length"":14\,""segment"":""Пустая старуха""},{""label"":""per""\,""offset"":812\,""length"":16\,""segment"":""Клавдия Ивановна""},{""label"":""pro""\,""offset"":860\,""length"":3\,""segment"":""нее""}"					00024333bf--63fe1ce76224c16e7bafeafb	00024333bf--63fe30c67226e824cbfc826a	88d4ae2462e6e7c1ff2ffda67c0169be	SUBMITTED		
6	https://онлайн-читать.рф/ильф-и-петров-12-стульев/#I	Мастер Безенчук	Оказывается, что не вносили. Калоши тоже не были помыты. Ипполит Матвеевич не любил свою тещу. Клавдия Ивановна была глупа, и ее преклонный возраст не позволял надеяться на то, что она когда-нибудь поумнеет. Скупа она была до чрезвычайности, и только бедность Ипполита Матвеевича не давала развернуться этому захватывающему чувству. Голос у нее был такой силы и густоты, что ему позавидовал бы Ричард Львиное Сердце.[*] И, кроме того, что было самым ужасным, Клавдия Ивановна видела сны. Она видела их всегда. Ей снились девушки в кушаках и без них, лошади, обшитые желтым драгунским кантом,[*] дворники, играющие на арфах, архангелы в сторожевых тулупах, прогуливающиеся по ночам с колотушками в руках, и вязальные спицы, которые сами собой прыгали по комнате, производя огорчительный звон. Пустая старуха была Клавдия Ивановна. Вдобавок ко всему под носом у нее росли усы, и каждый ус был похож на кисточку для бритья. Ипполит Матвеевич, слегка раздраженный, вышел из дому. У входа в свое потасканное заведение стоял, прислонясь к дверному косяку и скрестив руки, гробовых дел мастер Безенчук. От систематических крахов своих коммерческих начинаний и от долговременного употребления внутрь горячительных напитков глаза мастера были ярко желтыми, как у кота, и горели неугасимым огнем.	12 стульев		"{""label"":""per""\,""offset"":1066\,""length"":28\,""segment"":""гробовых дел мастер Безенчук""},{""label"":""per_oblique""\,""offset"":1221\,""length"":7\,""segment"":""мастера""}"					00024333bf--63fe1ce76224c16e7bafeaff	00024333bf--63fe30fc088fb000cb759195	6f3b3bc5d0ee3f0960869e4e10c6030b	SUBMITTED		
